title,top_topics,intent,funnel_stage
Entenda quais são as condições que tornam uma empresa isenta de Inscrição Estadual,"['empresa', 'inscrição', 'estadual', 'isenta', 'fiscal', 'ie', 'fiscais', 'icms', 'registro', 'nota']",Transacional,Fundo do Funil (BoFu)
Entenda como descobrir inscrição estadual pelo CNPJ por dois caminhos!,"['estadual', 'inscrição', 'cnpj', 'descobrir', 'fiscal', 'sobre', 'dados', 'quer', 'ie', 'empresa']",Comercial,Fundo do Funil (BoFu)
Dicas para validar inscrição estadual com velocidade e eficiência!,"['estadual', 'inscrição', 'sobre', 'empresa', 'validar', 'todas', 'ie', 'comerciais', 'forma', 'dados']",Comercial,Fundo do Funil (BoFu)
Conheça os 6 tipos de pessoa jurídica do direito privado brasileiro!,"['pessoa', 'jurídica', 'tipos', 'empresa', 'pode', 'sociedade', 'individual', 'limitada', 'assim', 'nacional']",Informativa,Meio do Funil (MoFu)
Como resolver a rejeição 230 na emissão de nota fiscal?,"['ie', 'dados', 'inscrição', 'estadual', 'rejeição', '230', 'nota', 'empresas', 'pode', 'fiscal']",Transacional,Fundo do Funil (BoFu)
Como resolver rejeição 234: IE do destinatário não vinculada ao CNPJ,"['234', 'dados', 'rejeição', 'inscrição', 'estadual', 'erro', 'cnpj', 'empresa', 'sistema', 'nota']",Transacional,Fundo do Funil (BoFu)
Etapas do processo de vendas: entenda o passo a passo,"['vendas', 'processo', 'cliente', 'etapa', 'equipe', 'clientes', 'comercial', 'etapas', 'empresa', 'abordagem']",Transacional,Fundo do Funil (BoFu)
7 tipos de rejeições de Inscrição Estadual na emissão da NF-e,"['ie', 'rejeição', 'inscrição', 'estadual', 'rejeições', 'emissão', 'nota', 'número', 'emitente', 'fiscal']",Transacional,Fundo do Funil (BoFu)
Rejeição 203: como corrigir a Inscrição Estadual não habilitada?,"['dados', 'rejeição', '203', 'inscrição', 'estadual', 'empresa', 'erro', 'habilitada', 'sistema', 'api']",Informativa,Meio do Funil (MoFu)
É possível fazer o cancelamento de NFC-e? Como cancelar?,"['nota', 'cancelamento', 'fiscal', 'pode', 'fazer', 'consumidor', 'eletrônica', 'empresa', 'emissão', 'possível']",Informativa,Meio do Funil (MoFu)
Confira quais CNAEs que precisam de Inscrição Estadual,"['inscrição', 'estadual', 'empresa', 'cnae', 'atividade', 'cnpj', 'estado', 'pode', 'notas', 'fiscais']",Transacional,Fundo do Funil (BoFu)
O que é um contrato social? Entenda como fazer o da sua empresa,"['contrato', 'social', 'empresa', 'sociedade', 'sócios', 'cada', 'fazer', 'sócio', 'atividades', 'deve']",Comercial,Fundo do Funil (BoFu)
O que é o Cadastro Nacional das Empresas Punidas?,"['empresas', 'cadastro', 'nacional', 'punidas', 'cnep', 'lei', 'empresa', 'atos', 'pública', 'qualquer']",Informativa,Meio do Funil (MoFu)
Rejeição 210: como resolver erro de IE do destinatário inválida?,"['inscrição', 'rejeição', 'estadual', 'erro', '210', 'dados', 'empresa', 'consulta', 'pode', 'fiscal']",Informativa,Meio do Funil (MoFu)
Como tirar a certidão negativa da empresa? [Passo a passo],"['certidão', 'negativa', 'empresa', 'regularidade', 'tirar', 'débitos', 'processo', 'documento', 'fiscal', 'negócio']",Comercial,Fundo do Funil (BoFu)
O que é infoproduto? Quais os principais tipos? Como criar e vender o seu?,"['infoproduto', 'pode', 'conteúdo', 'internet', 'infoprodutos', 'criar', 'plataforma', 'formato', 'bom', 'conteúdos']",Transacional,Fundo do Funil (BoFu)
O que é Inscrição Municipal? Como consultar para saber o número?,"['inscrição', 'municipal', 'empresa', 'alvará', 'empresas', 'negócio', 'sede', 'saber', 'documento', 'número']",Comercial,Fundo do Funil (BoFu)
Como fazer consulta de CPF grátis? É possível? Saiba como funciona!,"['cpf', 'consulta', 'forma', 'fazer', 'grátis', 'clientes', 'informações', 'dados', 'consultar', 'melhor']",Comercial,Fundo do Funil (BoFu)
Como consultar um endereço e garantir os dados corretos?,"['endereço', 'dados', 'consulta', 'clientes', 'endereços', 'empresa', 'consultar', 'formulários', 'fraudes', 'base']",Transacional,Fundo do Funil (BoFu)
Você sabe o que é uma empresa inapta? Entenda como regularizar o CNPJ,"['empresa', 'inapta', 'pode', 'cnpj', 'fiscais', 'situação', 'informações', 'receita', 'federal', 'cadastral']",Informativa,Meio do Funil (MoFu)
Entenda se é possível consultar CNPJ pelo CPF do empresário,"['cnpj', 'empresa', 'pessoa', 'dados', 'cpf', 'informações', 'jurídica', 'consultar', 'documento', 'nome']",Informativa,Meio do Funil (MoFu)
Consulta de CNPJ e Inscrição Estadual: aprenda a fazer a consulta online,"['cnpj', 'inscrição', 'estadual', 'consulta', 'empresa', 'número', 'estado', 'receita', 'federal', 'dados']",Informativa,Meio do Funil (MoFu)
Consulta de cartão CNPJ: como fazer e para que serve o documento?,"['cnpj', 'cartão', 'empresa', 'ter', 'documento', 'empresas', 'consulta', 'emitir', 'necessário', 'pode']",Transacional,Fundo do Funil (BoFu)
Consultar um CNPJ na Receita Federal: aprenda o passo a passo,"['cnpj', 'dados', 'receita', 'federal', 'consultar', 'empresa', 'forma', 'sistema', 'consulta', 'empresas']",Transacional,Fundo do Funil (BoFu)
Notificação de lançamento da Receita Federal: como proceder?,"['lançamento', 'notificação', 'receita', 'federal', 'empresa', 'retificação', 'solicitação', 'impugnação', 'fiscal', 'pode']",Comercial,Fundo do Funil (BoFu)
Como evitar notificações e multas da Sefaz? 7 maneiras eficazes!,"['sefaz', 'multas', 'evitar', 'fiscal', 'empresa', 'sobre', 'notificações', 'fiscais', 'gestão', 'pagamento']",Informativa,Meio do Funil (MoFu)
Como consultar NF-e na Sefaz? 3 passos simples!,"['fiscal', 'nota', 'consultar', 'sefaz', 'eletrônica', 'documento', 'notas', 'empresa', 'consulta', 'pode']",Transacional,Fundo do Funil (BoFu)
Como saber se um CNPJ está suspenso ou cancelado e como resolver esse problema?,"['cnpj', 'receita', 'federal', 'suspenso', 'cancelado', 'consulta', 'site', 'empresa', 'dados', 'consultas']",Informativa,Meio do Funil (MoFu)
Como descobrir CNPJ pelo endereço ou nome da empresa?,"['cnpj', 'empresa', 'nome', 'pode', 'redesim', 'consulta', 'descobrir', 'endereço', 'pesquisa', 'passo']",Informativa,Meio do Funil (MoFu)
Cupom fiscal vale como nota fiscal? Confira a resposta!,"['fiscal', 'cupom', 'nota', 'documento', 'vale', 'consumidor', 'sistema', 'diferenças', 'sobre', 'disso']",Transacional,Fundo do Funil (BoFu)
Como fazer a seleção de fornecedores? 5 dicas essenciais,"['fornecedores', 'empresa', 'seleção', 'ponto', 'precisa', 'fornecedor', 'fazer', 'tempo', 'confiáveis', 'estoque']",Transacional,Fundo do Funil (BoFu)
Vindi: o que é e como funciona?,"['vindi', 'pagamentos', 'recorrência', 'cobrança', 'pagamento', 'online', 'cartão', 'conta', 'soluções', 'empresa']",Comercial,Fundo do Funil (BoFu)
Quando a nota fiscal pode ser cancelada pelo emitente?,"['nota', 'fiscal', 'cancelamento', 'pode', 'cancelada', 'emissão', 'notas', 'parte', 'destinatário', 'forma']",Transacional,Fundo do Funil (BoFu)
O que é NFC-e? Como funciona e quais as vantagens?,"['fiscal', 'nota', 'eletrônica', 'documento', 'consumidor', 'emissão', 'preciso', 'cupom', 'digital', 'processo']",Comercial,Meio do Funil (MoFu)
O que é split de pagamentos? Quais são as vantagens?,"['split', 'pagamentos', 'fornecedores', 'api', 'pagamento', 'solução', 'regras', 'sistema', 'assim', 'fornecedor']",Comercial,Meio do Funil (MoFu)
"Seed money: o que é, como funciona e riscos envolvidos","['seed', 'investimento', 'money', 'startups', 'capital', 'negócio', 'startup', 'sobre', 'investidores', 'pode']",Transacional,Fundo do Funil (BoFu)
"MVP: o que é, importância e passo a passo de como fazer","['mvp', 'produto', 'ideia', 'hipótese', 'simples', 'problema', 'bem', 'construir', 'muitos', 'possível']",Transacional,Fundo do Funil (BoFu)
Importância da emissão da Nota Fiscal Eletrônica (NFe): Cuide da sua loja virtual!,"['nfe', 'emissão', 'fazer', 'empresa', 'passo', 'venda', 'agora', 'além', 'processo', 'nota']",Transacional,Fundo do Funil (BoFu)
O que é investidor-anjo? Como funciona? Como se tornar um?,"['startups', 'investimento', 'sobre', 'investimentos', 'capital', 'grupo', 'assim', 'além', 'investidores', 'startup']",Transacional,Fundo do Funil (BoFu)
"Margem Bruta: o que é, importância e como calcular","['margem', 'bruta', 'empresa', 'lucro', 'negócio', 'cálculo', 'custos', 'receita', 'líquida', 'pode']",Transacional,Fundo do Funil (BoFu)
Plano de negócios para startups: o que é e como elaborar?,"['negócios', 'plano', 'startups', 'negócio', 'objetivos', 'startup', 'empresa', 'financeira', 'elaborar', 'sobre']",Transacional,Fundo do Funil (BoFu)
Scale-up: o que é e quais as diferenças para startup?,"['startup', 'crescimento', 'empresas', 'alto', 'pode', 'empresa', 'processos', 'tornar', 'negócio', '3']",Transacional,Fundo do Funil (BoFu)
"Cultura ágil: o que é, por que é importante e como formar uma no seu negócio?","['cultura', 'ágil', 'empresa', 'metodologia', 'forma', 'profissionais', 'gestão', 'pode', 'clientes', 'modelo']",Transacional,Fundo do Funil (BoFu)
"Cultura de inovação: o que é, por que é importante e como criar uma?","['inovação', 'cultura', 'ideias', 'empresa', 'novas', 'negócio', 'atuação', 'colaboradores', 'setor', 'maneira']",Transacional,Fundo do Funil (BoFu)
O que é pivotar um negócio e como isso pode ser feito?,"['pivotar', 'empresa', 'negócio', 'maneira', 'base', 'mudar', 'direção', 'pontos', 'estratégia', 'assim']",Transacional,Fundo do Funil (BoFu)
Escalabilidade: o que é e como tornar o seu negócio escalável?,"['empresa', 'negócio', 'processos', 'escalabilidade', 'custos', 'forma', 'aumento', 'crescimento', 'clientes', 'escaláveis']",Transacional,Fundo do Funil (BoFu)
Métricas de Customer Success: 9 que você não pode deixar de acompanhar!,"['empresa', 'cliente', 'métricas', 'clientes', 'customer', 'success', 'sucesso', 'quanto', 'saas', 'receita']",Transacional,Fundo do Funil (BoFu)
O que é burn rate? Para que serve? Como calcular? GUIA,"['burn', 'rate', 'pode', 'empresa', 'gestão', 'negócio', 'sobre', 'gastos', 'indicador', 'ano']",Informativa,Meio do Funil (MoFu)
5 dicas incríveis de como gerar leads qualificados,"['leads', 'qualificados', 'marketing', 'gerar', 'conteúdo', 'resultados', 'qualidade', 'indicação', 'solução', 'clientes']",Transacional,Fundo do Funil (BoFu)
Como escolher fornecedores para startups + pontos-chave para garantir os melhores parceiros,"['fornecedores', 'startups', 'quais', 'parceiros', 'escolher', 'encontrar', 'empresas', 'problemas', 'empresa', 'parte']",Comercial,Meio do Funil (MoFu)
"Net Revenue Retention (NRR): o que, como calcular e por que é importante para empresas SaaS?","['nrr', 'empresa', 'net', 'revenue', 'retention', 'receita', 'mrr', 'clientes', 'retenção', 'saas']",Transacional,Fundo do Funil (BoFu)
O que é elevator pitch? Confira como vender algo em menos de 1 minuto!,"['pitch', 'elevator', 'empresa', 'pode', 'elevador', 'potencial', 'negócio', 'apresentação', 'mercado', 'apresentar']",Transacional,Fundo do Funil (BoFu)
Total Addressable Market (TAM): o que é e como calcular o seu tamanho de mercado?,"['tam', 'mercado', 'market', 'total', 'negócio', 'addressable', 'valor', 'saas', 'empresa', 'serviço']",Transacional,Fundo do Funil (BoFu)
"Payback: como calcular, o que é, para que serve e muito mais","['payback', 'investimento', 'cálculo', 'simples', 'roi', 'reais', 'retorno', 'descontado', 'taxa', 'calcular']",Informativa,Meio do Funil (MoFu)
O que é upsell e cross-sell? Quais as diferenças? Como fazer?,"['upsell', 'estratégias', 'podem', 'clientes', 'experiência', 'consumidores', 'táticas', 'cliente', 'valor', 'melhorar']",Transacional,Fundo do Funil (BoFu)
Como calcular o EBITDA das empresas com uma fórmula prática,"['ebitda', 'operacional', 'empresa', 'indicador', 'calcular', 'negócio', 'entender', 'cálculo', 'lucro', 'investidores']",Transacional,Fundo do Funil (BoFu)
"O que é Customer Success, por que é importante e o que difere de Customer Experience?","['customer', 'cliente', 'success', 'clientes', 'empresa', 'marca', 'sucesso', 'experience', 'experiência', 'vantagens']",Transacional,Fundo do Funil (BoFu)
"O que é valuation, por que é importante e como calcular?","['valuation', 'empresa', 'negócio', 'método', 'avaliação', 'valor', 'fluxo', 'caixa', 'outros', 'caso']",Transacional,Fundo do Funil (BoFu)
O que é uma Ordem de Produção? Conheça TUDO sobre o assunto,"['produção', 'ordem', 'processos', 'op', 'organização', 'gestão', 'empresa', 'pode', 'indústrias', 'informações']",Transacional,Fundo do Funil (BoFu)
Consulta optante pelo Simples Nacional: como fazer?,"['simples', 'nacional', 'consulta', 'empresa', 'passo', 'optante', 'regime', 'tributário', 'ter', 'adesão']",Informativa,Meio do Funil (MoFu)
Consulta RNTRC: passo a passo de como realizá-la facilmente,"['rntrc', 'cargas', 'transporte', 'cadastro', 'registro', 'consulta', 'consultar', 'forma', 'caso', 'sistema']",Informativa,Meio do Funil (MoFu)
"O que é DAS MEI? Confira para que serve, como emitir e valor","['mei', 'pagamento', 'boleto', 'r', 'empresa', 'guia', 'valor', 'atraso', 'sobre', 'deve']",Comercial,Fundo do Funil (BoFu)
Certificado Digital para MEI: quando é necessário e quais os tipos?,"['digital', 'certificado', 'mei', 'a3', 'r', 'meses', 'documentos', 'documento', 'eletrônico', 'validade']",Comercial,Meio do Funil (MoFu)
Como funciona a emissão de nota fiscal para imobiliárias,"['nota', 'fiscal', 'emissão', 'imobiliária', 'notas', 'serviço', 'emitir', 'venda', 'serviços', 'produto']",Transacional,Fundo do Funil (BoFu)
Proatividade no trabalho: por que é importante e como promover? 7 dicas!,"['trabalho', 'proatividade', 'empresa', 'cada', 'pode', 'forma', 'ainda', 'profissional', 'bem', 'proativo']",Transacional,Fundo do Funil (BoFu)
"Afinal, SPC e Serasa são a mesma coisa?","['spc', 'serasa', 'informações', 'empresa', 'crédito', 'mesma', 'órgãos', 'dados', 'coisa', 'bancos']",Comercial,Fundo do Funil (BoFu)
"Inscrição Estadual: o que é, para que serve e como consultar","['inscrição', 'estadual', 'sobre', 'empresa', 'estado', 'serviços', 'cnpj', 'empresas', 'negócio', 'informações']",Transacional,Fundo do Funil (BoFu)
O que é White Label? Veja tudo sobre esse modelo de negócio,"['label', 'white', 'negócio', 'empresa', 'marca', 'produto', 'modelo', 'melhor', 'negócios', 'outras']",Transacional,Fundo do Funil (BoFu)
Emissão de DAS: saiba como emitir o boleto do Simples Nacional,"['simples', 'nacional', 'emissão', 'fazer', 'empresa', 'pagar', 'boleto', 'receita', 'federal', 'gerar']",Informativa,Meio do Funil (MoFu)
"O que é pró-labore, como funciona e como calcular?","['sobre', 'forma', 'remuneração', 'empresa', 'pagamento', 'valor', 'sócio', 'paga', 'salário', 'negócio']",Comercial,Fundo do Funil (BoFu)
O que faz um contador? Importância e quando considerar a terceirização desse serviço,"['empresa', 'contador', 'pode', 'profissional', 'faz', 'ter', 'artigo', 'contabilidade', 'além', 'negócio']",Comercial,Fundo do Funil (BoFu)
"O que é IPI, para que serve esse imposto, como calcular e quem paga","['ipi', 'imposto', 'produtos', 'sobre', 'valor', 'industrializados', 'tributo', 'produto', 'cálculo', 'pode']",Transacional,Fundo do Funil (BoFu)
O que é a Lei das Duplicatas? Conheça todos os detalhes dela,"['duplicata', 'duplicatas', 'lei', 'emissão', 'aceite', 'informações', 'devedor', 'transações', 'serviços', 'pode']",Transacional,Fundo do Funil (BoFu)
O que é SAT Fiscal e como funciona?,"['fiscal', 'sat', 'equipamento', 'paulo', 'comercial', 'estado', 'empresas', 'fiscais', 'cupom', 'sobre']",Informativa,Meio do Funil (MoFu)
8 melhores sites para hospedar vídeos de graça com qualidade,"['vídeos', 'hospedar', 'graça', 'site', 'pode', 'conteúdo', 'youtube', 'marketing', 'plataforma', 'possui']",Informativa,Meio do Funil (MoFu)
5 fatores que levam ao desenquadramento do Simples Nacional,"['simples', 'nacional', 'empresa', 'desenquadramento', 'receita', 'regime', 'quadro', 'tributário', 'societário', 'atividades']",Transacional,Fundo do Funil (BoFu)
O que é DTE: conheça as vantagens em aderir esse serviço,"['dte', 'serviço', 'simples', 'domicílio', 'tributário', 'eletrônico', 'nacional', 'pode', 'digital', 'comunicação']",Comercial,Fundo do Funil (BoFu)
Nota fiscal eletrônica falsa: como identificar e se proteger,"['falsa', 'nota', 'fiscal', 'pode', 'eletrônica', 'contra', 'cnpj', 'empresa', 'notas', 'fiscais']",Informativa,Meio do Funil (MoFu)
Optante pelo simples: vale a pena aderir ao sistema? E como funciona?,"['simples', 'nacional', 'optante', 'empresa', 'impostos', 'sobre', 'mei', 'regime', 'empresas', 'notas']",Comercial,Fundo do Funil (BoFu)
O que é DRE? E como usar a favor da saúde financeira da sua empresa?,"['dre', 'empresa', 'resultado', 'r', 'despesas', 'vendas', 'receita', 'negócio', 'pode', 'notas']",Transacional,Fundo do Funil (BoFu)
O que é CSC? E como gerar o código da minha empresa?,"['csc', 'http', 'link', 'acesse', 'acima', 'fiscal', 'credenciamento', 'https', 'contribuinte', 'nota']",Comercial,Fundo do Funil (BoFu)
NF-e em contingência: entenda o que é e como emitir,"['contingência', 'emissão', 'sefaz', 'sistema', 'emitir', 'pode', 'conexão', 'documento', 'origem', 'svc']",Informativa,Meio do Funil (MoFu)
